event_date,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,longitude,latitude,Landslide_date,start_date_30d,start_date_60d
2017-01-08 20:35:00,1km,rock_fall,rain,small,above_road,-122.6654722,39.34438459,2017-01-08,2016-12-09,2016-11-09
2017-03-15 20:12:00,exact,rock_fall,snowfall_snowmelt,small,above_river,-114.6045797,45.29581188,2017-03-15,2017-02-13,2017-01-14
2017-06-22 13:16:00,1km,mudslide,rain,small,above_road,-119.5898279,49.58554859,2017-06-22,2017-05-23,2017-04-23
2017-02-16 21:26:00,5km,mudslide,continuous_rain,small,above_road,-122.0480689,37.00790092,2017-02-16,2017-01-17,2016-12-18
2017-01-31 21:54:00,5km,landslide,downpour,Unknown,natural_slope,123.160963,0.41984365,2017-01-31,2017-01-01,2016-12-02
2017-02-10 19:34:00,5km,landslide,rain,small,above_road,-121.9757197,37.11199036,2017-02-10,2017-01-11,2016-12-12
2017-07-13 13:28:00,5km,landslide,continuous_rain,small,above_road,77.9558167,30.23936058,2017-07-13,2017-06-13,2017-05-14
2017-02-13 18:08:00,1km,rock_fall,snowfall_snowmelt,small,above_road,-80.17766245,39.44997865,2017-02-13,2017-01-14,2016-12-15
2017-07-06 19:39:00,25km,rock_fall,earthquake,small,natural_slope,-112.6029865,46.87775675,2017-07-06,2017-06-06,2017-05-07
2017-01-04 19:12:00,5km,mudslide,downpour,medium,above_road,-121.9423608,37.07743124,2017-01-04,2016-12-05,2016-11-05
2017-01-19 16:47:00,1km,landslide,rain,small,above_road,-80.20828843,40.17135984,2017-01-19,2016-12-20,2016-11-20
2017-05-01 13:22:00,1km,landslide,rain,small,natural_slope,-79.95929042,40.22400142,2017-05-01,2017-04-01,2017-03-02
2017-02-07 20:58:00,1km,landslide,downpour,small,above_road,-122.1489595,37.22499305,2017-02-07,2017-01-08,2016-12-09
2017-01-22 19:39:00,exact,landslide,downpour,medium,urban,-122.4968041,37.86317238,2017-01-22,2016-12-23,2016-11-23
2017-04-06 13:19:00,5km,rock_fall,continuous_rain,small,above_road,79.48751264,30.50415824,2017-04-06,2017-03-07,2017-02-05
2017-03-07 16:30:00,1km,landslide,rain,small,below_road,-121.798074,41.080488,2017-03-07,2017-02-05,2017-01-06
2016-11-16 13:59:00,exact,landslide,earthquake,small,above_road,170.096946,-43.404715,2016-11-16,2016-10-17,2016-09-17
2017-01-24 21:52:00,exact,landslide,rain,medium,below_road,-122.265628,37.31941622,2017-01-24,2016-12-25,2016-11-25
2017-02-13 15:32:00,1km,mudslide,rain,medium,above_road,-122.0134418,37.04629251,2017-02-13,2017-01-14,2016-12-15
2017-01-09 16:07:00,5km,landslide,downpour,medium,below_road,144.9590951,-6.007163731,2017-01-09,2016-12-10,2016-11-10
2017-02-21 21:47:00,5km,mudslide,rain,small,above_road,-122.617377,38.008148,2017-02-21,2017-01-22,2016-12-23
2017-01-09 15:19:00,exact,rock_fall,rain,small,above_road,-122.4720513,38.52090057,2017-01-09,2016-12-10,2016-11-10
2017-03-01 16:06:00,1km,mudslide,downpour,small,above_road,-81.50457,38.419904,2017-03-01,2017-01-30,2016-12-31
2009-01-15 00:00:00,5km,landslide,downpour,medium,Unknown,125.4782,7.1426,2009-01-15,2008-12-16,2008-11-16
2017-02-23 21:02:00,5km,mudslide,rain,small,above_road,-122.6171741,38.00797062,2017-02-23,2017-01-24,2016-12-25
2016-12-31 16:08:00,exact,landslide,downpour,small,above_road,-156.1593175,20.85993653,2016-12-31,2016-12-01,2016-11-01
2017-02-28 17:35:00,10km,landslide,rain,medium,below_road,-122.154441,37.196704,2017-02-28,2017-01-29,2016-12-30
2017-02-20 17:25:00,1km,mudslide,downpour,small,above_road,-122.6865845,38.0526819,2017-02-20,2017-01-21,2016-12-22
2016-12-22 13:57:00,1km,rock_fall,rain,small,above_road,-79.851127,40.168849,2016-12-22,2016-11-22,2016-10-23
2017-02-20 17:55:00,1km,mudslide,downpour,small,above_road,-122.545533,37.88206112,2017-02-20,2017-01-21,2016-12-22
2017-01-09 20:35:00,1km,debris_flow,continuous_rain,small,above_road,-121.0971565,39.29182137,2017-01-09,2016-12-10,2016-11-10
2017-02-13 16:48:00,1km,mudslide,rain,small,above_road,-120.42171,39.32232446,2017-02-13,2017-01-14,2016-12-15
2017-02-24 17:31:00,5km,landslide,rain,medium,natural_slope,-122.2348048,37.17394985,2017-02-24,2017-01-25,2016-12-26
2017-01-04 14:48:00,5km,mudslide,rain,small,above_road,-122.0627789,37.01683953,2017-01-04,2016-12-05,2016-11-05
2016-12-01 14:24:00,1km,landslide,rain,small,above_road,-80.60591,40.325565,2016-12-01,2016-11-01,2016-10-02
2017-02-22 14:46:00,1km,mudslide,snowfall_snowmelt,small,above_road,-122.2573343,37.39499237,2017-02-22,2017-01-23,2016-12-24
2017-05-13 13:28:00,1km,landslide,Unknown,small,above_road,-81.31167543,38.1702701,2017-05-13,2017-04-13,2017-03-14
2017-01-11 18:34:00,exact,earth_flow,rain,medium,below_road,-120.8095385,39.20099639,2017-01-11,2016-12-12,2016-11-12
2017-02-08 18:52:00,1km,mudslide,rain,small,above_road,-78.47623228,41.78962654,2017-02-08,2017-01-09,2016-12-10
2017-03-30 13:39:00,1km,rock_fall,Unknown,small,above_road,-75.3931442,40.95926388,2017-03-30,2017-02-28,2017-01-29
2017-04-07 13:19:00,exact,landslide,snowfall_snowmelt,small,above_road,-80.01715803,40.427451,2017-04-07,2017-03-08,2017-02-06
2017-03-27 18:09:00,1km,mudslide,continuous_rain,small,above_road,-122.4780543,37.84242895,2017-03-27,2017-02-25,2017-01-26
2017-05-01 13:22:00,1km,landslide,downpour,small,above_road,-81.61214071,41.16939609,2017-05-01,2017-04-01,2017-03-02
2017-04-18 14:28:00,10km,landslide,rain,small,above_road,146.4764078,-7.241780411,2017-04-18,2017-03-19,2017-02-17
2014-01-12 00:00:00,10km,landslide,tropical_cyclone,medium,Unknown,125.9667,7.6,2014-01-12,2013-12-13,2013-11-13
2017-03-16 19:32:00,1km,landslide,rain,small,above_road,-116.247693,46.545921,2017-03-16,2017-02-14,2017-01-15
2017-02-20 14:46:00,1km,mudslide,rain,medium,above_road,-121.9302567,37.59479437,2017-02-20,2017-01-21,2016-12-22
2017-02-19 17:55:00,1km,mudslide,rain,small,natural_slope,-120.9222473,39.252909,2017-02-19,2017-01-20,2016-12-21
2016-12-23 14:22:00,exact,landslide,rain,small,above_road,-121.09722,39.291956,2016-12-23,2016-11-23,2016-10-24
2017-04-20 17:55:00,1km,landslide,downpour,medium,above_road,-123.7557456,39.90714161,2017-04-20,2017-03-21,2017-02-19
2017-01-11 14:45:00,5km,rock_fall,rain,medium,above_road,-122.056666,38.51835931,2017-01-11,2016-12-12,2016-11-12
2017-03-19 20:12:00,10km,rock_fall,Unknown,small,above_road,-123.693787,40.923534,2017-03-19,2017-02-17,2017-01-18
2017-01-06 16:07:00,exact,landslide,rain,medium,below_road,-121.7232875,36.81539141,2017-01-06,2016-12-07,2016-11-07
2017-01-03 17:05:00,1km,rock_fall,rain,small,above_road,-80.18251435,39.44747129,2017-01-03,2016-12-04,2016-11-04
2017-05-17 14:05:00,5km,landslide,Unknown,small,natural_slope,143.6461059,-6.150862403,2017-05-17,2017-04-17,2017-03-18
2017-03-07 16:30:00,1km,rock_fall,rain,small,above_road,-123.034161,40.866917,2017-03-07,2017-02-05,2017-01-06
2017-02-22 21:44:00,1km,mudslide,continuous_rain,small,above_road,-121.871191,37.602094,2017-02-22,2017-01-23,2016-12-24
2017-05-01 13:22:00,1km,landslide,continuous_rain,small,above_road,-80.74692388,40.10587669,2017-05-01,2017-04-01,2017-03-02
2017-02-10 20:43:00,5km,mudslide,rain,medium,above_road,-120.4235534,39.32151816,2017-02-10,2017-01-11,2016-12-12
2017-01-24 20:14:00,1km,landslide,continuous_rain,small,above_road,-81.31717065,38.18461017,2017-01-24,2016-12-25,2016-11-25
2017-01-03 19:12:00,10km,landslide,rain,medium,above_road,-121.4896698,35.98028292,2017-01-03,2016-12-04,2016-11-04
2017-02-21 14:46:00,exact,mudslide,rain,small,above_road,-120.6760245,35.4625036,2017-02-21,2017-01-22,2016-12-23
2017-03-29 16:36:00,exact,rock_fall,Unknown,small,above_road,-80.19470392,39.39646991,2017-03-29,2017-02-27,2017-01-28
2017-02-10 20:02:00,1km,mudslide,rain,medium,below_road,-122.0672826,37.21201324,2017-02-10,2017-01-11,2016-12-12
2017-03-17 15:55:00,1km,rock_fall,no_apparent_trigger,small,above_road,-82.043528,39.016715,2017-03-17,2017-02-15,2017-01-16
2017-01-09 15:19:00,exact,mudslide,rain,small,above_road,-121.6503544,37.01337021,2017-01-09,2016-12-10,2016-11-10
2017-02-14 22:56:00,1km,landslide,rain,small,above_road,-80.20389276,40.5330488,2017-02-14,2017-01-15,2016-12-16
2017-03-27 18:09:00,1km,mudslide,continuous_rain,small,above_road,-122.4559918,37.89210355,2017-03-27,2017-02-25,2017-01-26
2017-02-20 17:35:00,1km,landslide,snowfall_snowmelt,small,above_road,-122.47819,37.845109,2017-02-20,2017-01-21,2016-12-22
2017-01-10 20:35:00,exact,mudslide,rain,small,above_road,-122.042456,40.6850016,2017-01-10,2016-12-11,2016-11-11
2017-01-09 15:19:00,exact,landslide,rain,medium,above_road,-122.0650416,37.03155782,2017-01-09,2016-12-10,2016-11-10
2017-02-08 16:16:00,1km,mudslide,rain,medium,urban,-122.5988299,37.99222287,2017-02-08,2017-01-09,2016-12-10
2017-02-23 18:40:00,5km,rock_fall,Unknown,small,above_road,-79.7649782,40.34649585,2017-02-23,2017-01-24,2016-12-25
2017-02-17 21:26:00,1km,mudslide,rain,medium,above_road,-122.1044658,38.51175925,2017-02-17,2017-01-18,2016-12-19
2017-02-23 14:46:00,1km,mudslide,snowfall_snowmelt,small,above_road,-122.2534309,37.35973464,2017-02-23,2017-01-24,2016-12-25
2017-05-12 13:28:00,1km,mudslide,downpour,small,above_road,-81.29662255,38.15973736,2017-05-12,2017-04-12,2017-03-13
2017-09-08 19:36:00,1km,rock_fall,no_apparent_trigger,small,above_road,-75.7288122,40.85999701,2017-09-08,2017-08-09,2017-07-10
2017-02-07 19:05:00,exact,mudslide,rain,small,above_road,-122.5130417,37.98513859,2017-02-07,2017-01-08,2016-12-09
2017-02-07 21:44:00,1km,rock_fall,rain,small,above_road,-122.2620793,37.38644301,2017-02-07,2017-01-08,2016-12-09
2017-01-06 18:08:00,1km,mudslide,rain,medium,above_road,-120.7765753,35.42801327,2017-01-06,2016-12-07,2016-11-07
2017-03-08 16:55:00,exact,mudslide,rain,small,above_road,-121.7508007,36.21772147,2017-03-08,2017-02-06,2017-01-07
2017-01-26 20:07:00,1km,landslide,rain,small,above_road,-80.17792076,39.44991493,2017-01-26,2016-12-27,2016-11-27
2017-07-07 13:16:00,5km,landslide,rain,small,above_road,78.89773782,30.24147729,2017-07-07,2017-06-07,2017-05-08
2017-01-24 22:33:00,10km,landslide,rain,medium,natural_slope,125.5214687,7.736255099,2017-01-24,2016-12-25,2016-11-25
2016-12-08 14:22:00,5km,rock_fall,rain,small,above_road,-121.413869,35.856966,2016-12-08,2016-11-08,2016-10-09
2017-02-15 16:47:00,1km,mudslide,rain,medium,below_road,-122.2765248,37.39806804,2017-02-15,2017-01-16,2016-12-17
2016-12-16 14:35:00,exact,rock_fall,rain,small,above_road,-122.200994,38.359775,2016-12-16,2016-11-16,2016-10-17
2017-01-09 19:12:00,1km,landslide,rain,small,above_road,-122.4852077,37.61662149,2017-01-09,2016-12-10,2016-11-10
2017-02-21 17:34:00,exact,rock_fall,rain,small,above_road,-114.353279,46.77115383,2017-02-21,2017-01-22,2016-12-23
2017-01-09 21:54:00,1km,landslide,continuous_rain,small,above_coast,-122.2198603,37.90798304,2017-01-09,2016-12-10,2016-11-10
2017-03-08 21:47:00,exact,mudslide,rain,small,above_road,-122.6173031,38.00807124,2017-03-08,2017-02-06,2017-01-07
2017-04-20 17:55:00,1km,landslide,rain,small,above_road,-121.5122071,36.00801476,2017-04-20,2017-03-21,2017-02-19
2017-01-24 22:33:00,5km,landslide,rain,medium,natural_slope,125.8670267,7.604043152,2017-01-24,2016-12-25,2016-11-25
2017-06-17 14:21:00,exact,landslide,Unknown,small,above_road,-81.55135565,38.30948329,2017-06-17,2017-05-18,2017-04-18
2016-07-02 12:55:00,1km,mudslide,rain,medium,above_road,-112.911742,51.575712,2016-07-02,2016-06-02,2016-05-03
2017-02-11 18:08:00,exact,rock_fall,rain,small,above_road,-79.86552468,40.62364418,2017-02-11,2017-01-12,2016-12-13
2016-09-11 12:55:00,50km,landslide,rain,medium,above_road,85.975127,27.357968,2016-09-11,2016-08-12,2016-07-13
2017-06-26 13:16:00,1km,landslide,rain,small,below_road,73.02142667,19.17066427,2017-06-26,2017-05-27,2017-04-27
2017-01-04 14:48:00,5km,mudslide,rain,small,above_road,-122.2144316,37.18069623,2017-01-04,2016-12-05,2016-11-05
2017-05-11 14:05:00,1km,landslide,Unknown,small,above_road,-80.63543332,40.25089308,2017-05-11,2017-04-11,2017-03-12
2017-03-01 16:06:00,1km,rock_fall,downpour,small,above_road,-81.763472,38.83011,2017-03-01,2017-01-30,2016-12-31
2016-12-15 14:22:00,1km,landslide,rain,medium,above_road,-122.077642,40.727305,2016-12-15,2016-11-15,2016-10-16
2017-05-12 13:28:00,exact,mudslide,downpour,small,above_road,-81.58989258,38.23121252,2017-05-12,2017-04-12,2017-03-13
2017-05-09 13:28:00,exact,landslide,rain,small,above_road,-79.9235025,40.19920903,2017-05-09,2017-04-09,2017-03-10
2017-01-22 15:59:00,1km,landslide,rain,small,below_road,-119.7584246,49.75151088,2017-01-22,2016-12-23,2016-11-23
2017-07-11 14:24:00,exact,landslide,construction,medium,engineered_slope,73.064979,19.292213,2017-07-11,2017-06-11,2017-05-12
2017-04-20 14:05:00,exact,landslide,rain,small,above_road,-79.9238858,40.41337991,2017-04-20,2017-03-21,2017-02-19
2017-04-06 13:19:00,1km,landslide,downpour,small,above_road,78.88449525,31.01260519,2017-04-06,2017-03-07,2017-02-05
2011-02-17 09:00:00,Unknown,landslide,downpour,small,Unknown,-122.9542,38.4738,2011-02-17,2011-01-18,2010-12-19
2017-01-08 18:34:00,5km,landslide,downpour,medium,natural_slope,124.4153091,8.361576284,2017-01-08,2016-12-09,2016-11-09
2017-03-07 16:30:00,1km,mudslide,rain,small,above_road,-122.367,40.881754,2017-03-07,2017-02-05,2017-01-06
2017-02-06 15:32:00,1km,mudslide,rain,medium,above_road,-121.9805946,37.07794252,2017-02-06,2017-01-07,2016-12-08
2017-02-16 21:26:00,1km,rock_fall,continuous_rain,small,above_road,-122.0723305,37.24809786,2017-02-16,2017-01-17,2016-12-18
2016-12-17 14:02:00,exact,landslide,rain,small,above_road,124.843053,1.458622,2016-12-17,2016-11-17,2016-10-18
2017-01-09 15:19:00,exact,landslide,rain,medium,above_road,-121.9782751,37.08035822,2017-01-09,2016-12-10,2016-11-10
2017-01-03 19:12:00,1km,mudslide,rain,small,above_road,-123.5095595,39.35900577,2017-01-03,2016-12-04,2016-11-04
2017-01-18 21:23:00,exact,mudslide,continuous_rain,medium,below_road,-122.0185569,37.14832241,2017-01-18,2016-12-19,2016-11-19
2017-02-28 18:52:00,1km,rock_fall,no_apparent_trigger,small,above_road,-121.5810131,37.7409578,2017-02-28,2017-01-29,2016-12-30
2016-09-11 12:55:00,5km,landslide,,large,above_road,171.361312,-42.068955,2016-09-11,2016-08-12,2016-07-13
2017-07-11 14:05:00,5km,landslide,continuous_rain,medium,above_road,78.08379453,30.41288197,2017-07-11,2017-06-11,2017-05-12
2017-01-05 19:12:00,5km,landslide,downpour,medium,natural_slope,125.6063053,7.174586159,2017-01-05,2016-12-06,2016-11-06
2017-01-22 20:38:00,exact,rock_fall,rain,small,urban,-121.1921364,38.67697649,2017-01-22,2016-12-23,2016-11-23
2011-03-25 00:00:00,1km,landslide,downpour,medium,Unknown,-122.9955,38.5037,2011-03-25,2011-02-23,2011-01-24
2016-11-19 15:00:00,1km,landslide,Unknown,small,above_road,-121.81642,36.272728,2016-11-19,2016-10-20,2016-09-20
2017-03-01 20:30:00,exact,mudslide,rain,medium,above_road,-122.025979,37.761358,2017-03-01,2017-01-30,2016-12-31
2017-02-08 18:52:00,1km,mudslide,rain,small,above_road,-122.5132598,37.94963871,2017-02-08,2017-01-09,2016-12-10
2017-01-08 18:34:00,10km,landslide,downpour,small,above_road,124.7749346,8.647001607,2017-01-08,2016-12-09,2016-11-09
2017-01-24 20:14:00,5km,landslide,continuous_rain,small,above_road,-81.30458817,38.1779061,2017-01-24,2016-12-25,2016-11-25
2017-02-08 21:15:00,exact,landslide,rain,medium,natural_slope,-122.1881147,37.9146524,2017-02-08,2017-01-09,2016-12-10
2017-01-19 21:23:00,exact,debris_flow,rain,small,above_road,-123.2847718,39.19874154,2017-01-19,2016-12-20,2016-11-20
2017-03-09 17:22:00,1km,rock_fall,freeze_thaw,small,above_road,-123.767061,39.917148,2017-03-09,2017-02-07,2017-01-08
2016-11-28 13:59:00,50km,landslide,other,medium,above_road,173.725986,-41.849833,2016-11-28,2016-10-29,2016-09-29
2016-10-23 14:24:00,5km,landslide,rain,medium,above_road,125.917248,7.513007,2016-10-23,2016-09-23,2016-08-24
2017-01-09 16:56:00,1km,mudslide,downpour,medium,natural_slope,-123.0182724,38.48712641,2017-01-09,2016-12-10,2016-11-10
2017-01-09 15:19:00,1km,landslide,rain,small,above_road,-122.0876958,37.14797807,2017-01-09,2016-12-10,2016-11-10
2016-11-21 15:00:00,exact,landslide,rain,small,above_road,-156.168305,20.855596,2016-11-21,2016-10-22,2016-09-22
2017-04-26 13:17:00,1km,landslide,rain,medium,above_road,-123.7495218,39.90752824,2017-04-26,2017-03-27,2017-02-25
2017-01-11 17:02:00,exact,mudslide,flooding,medium,below_road,-122.2424441,37.97157094,2017-01-11,2016-12-12,2016-11-12
2017-03-05 16:52:00,5km,mudslide,rain,medium,above_road,-121.534139,36.026196,2017-03-05,2017-02-03,2017-01-04
2017-01-24 22:33:00,5km,landslide,rain,medium,natural_slope,125.8334627,7.578214838,2017-01-24,2016-12-25,2016-11-25
2017-03-02 20:30:00,1km,landslide,rain,small,above_road,-80.00745413,40.4325874,2017-03-02,2017-01-31,2017-01-01
2017-03-06 21:02:00,exact,mudslide,rain,small,above_road,-122.611728,38.002075,2017-03-06,2017-02-04,2017-01-05
2017-02-06 20:58:00,1km,mudslide,rain,small,above_road,-121.7142246,36.99061086,2017-02-06,2017-01-07,2016-12-08
2017-01-20 14:59:00,exact,mudslide,rain,small,above_road,-122.0650843,37.03562826,2017-01-20,2016-12-21,2016-11-21
2017-04-06 13:22:00,1km,landslide,rain,small,above_road,-79.82994351,40.42020137,2017-04-06,2017-03-07,2017-02-05
2017-03-25 17:32:00,exact,landslide,rain,small,above_road,-122.0212582,37.00129086,2017-03-25,2017-02-23,2017-01-24
2017-01-09 15:19:00,1km,mudslide,rain,small,engineered_slope,-122.1146955,37.10839705,2017-01-09,2016-12-10,2016-11-10
2017-02-07 20:58:00,1km,landslide,rain,small,above_road,-123.0225391,38.81859944,2017-02-07,2017-01-08,2016-12-09
2017-01-06 17:02:00,1km,landslide,rain,large,natural_slope,-120.7711518,35.42818822,2017-01-06,2016-12-07,2016-11-07
2017-01-18 15:59:00,1km,landslide,rain,medium,above_road,171.5574912,-42.84729726,2017-01-18,2016-12-19,2016-11-19
2017-01-20 15:39:00,1km,rock_fall,downpour,small,above_road,-120.6979166,35.7215834,2017-01-20,2016-12-21,2016-11-21
2017-01-10 20:38:00,exact,landslide,continuous_rain,small,above_road,-122.4432161,37.73969582,2017-01-10,2016-12-11,2016-11-11
2017-02-09 22:04:00,1km,landslide,snowfall_snowmelt,small,above_road,-79.87463695,40.35664064,2017-02-09,2017-01-10,2016-12-11
2017-03-07 16:30:00,5km,landslide,downpour,large,Unknown,48.977796,-19.330294,2017-03-07,2017-02-05,2017-01-06
2017-02-21 16:54:00,5km,landslide,downpour,small,below_road,-121.7716119,37.37241248,2017-02-21,2017-01-22,2016-12-23
2017-03-07 16:30:00,1km,rock_fall,downpour,medium,above_road,-122.110964,40.91213877,2017-03-07,2017-02-05,2017-01-06
2017-03-27 16:36:00,exact,mudslide,leaking_pipe,small,urban,-74.176972,42.93062217,2017-03-27,2017-02-25,2017-01-26
2017-06-21 13:16:00,10km,landslide,downpour,small,above_road,85.09556375,27.61274095,2017-06-21,2017-05-22,2017-04-22
2016-12-15 14:22:00,exact,translational_slide,rain,medium,above_road,-121.323815,35.770582,2016-12-15,2016-11-15,2016-10-16
2017-04-20 17:55:00,1km,rock_fall,rain,small,above_road,-81.73845939,37.99578839,2017-04-20,2017-03-21,2017-02-19
2016-12-17 14:02:00,1km,landslide,rain,small,above_road,124.85034,1.45079,2016-12-17,2016-11-17,2016-10-18
2017-04-28 13:17:00,1km,landslide,rain,small,above_road,-80.96197002,40.34846467,2017-04-28,2017-03-29,2017-02-27
2017-02-19 17:34:00,5km,landslide,rain,very_large,above_road,145.02236,-6.095327333,2017-02-19,2017-01-20,2016-12-21
2017-03-21 15:11:00,exact,landslide,no_apparent_trigger,small,above_road,-79.78054802,40.43687977,2017-03-21,2017-02-19,2017-01-20
2017-05-03 19:03:00,exact,rock_fall,Unknown,small,above_road,-108.5966677,45.80251997,2017-05-03,2017-04-03,2017-03-04
2017-01-09 15:19:00,exact,landslide,rain,small,below_road,-122.1211344,37.12855432,2017-01-09,2016-12-10,2016-11-10
2017-05-04 13:22:00,exact,landslide,downpour,small,above_river,-86.72234803,39.72539392,2017-05-04,2017-04-04,2017-03-05
2016-12-31 16:08:00,exact,landslide,downpour,small,above_road,-156.1869577,20.8755957,2016-12-31,2016-12-01,2016-11-01
2017-02-08 18:40:00,exact,landslide,construction,small,engineered_slope,-78.64694429,41.296315,2017-02-08,2017-01-09,2016-12-10
2017-03-08 20:35:00,1km,rock_fall,rain,small,above_road,-80.715029,40.56288,2017-03-08,2017-02-06,2017-01-07
2016-11-13 15:00:00,10km,landslide,rain,large,above_road,173.487651,-42.521674,2016-11-13,2016-10-14,2016-09-14
2017-01-31 21:54:00,5km,landslide,downpour,Unknown,natural_slope,123.3382454,0.324315182,2017-01-31,2017-01-01,2016-12-02
2017-04-05 13:19:00,1km,landslide,downpour,small,above_road,78.6179215,30.81350174,2017-04-05,2017-03-06,2017-02-04
2017-01-26 20:56:00,1km,rock_fall,rain,small,above_road,-77.90853269,41.26238872,2017-01-26,2016-12-27,2016-11-27
2013-07-26 23:00:00,5km,landslide,monsoon,medium,Unknown,123.2322,0.4257,2013-07-26,2013-06-26,2013-05-27
2017-01-22 21:52:00,exact,landslide,dam_embankment_collapse,small,urban,-93.61704562,41.58901199,2017-01-22,2016-12-23,2016-11-23
2017-01-06 18:08:00,1km,rock_fall,rain,medium,above_road,-121.3288786,35.77900132,2017-01-06,2016-12-07,2016-11-07
2017-01-04 14:48:00,exact,mudslide,rain,small,above_road,-121.9616328,37.02125973,2017-01-04,2016-12-05,2016-11-05
2017-04-06 13:19:00,1km,landslide,downpour,small,above_road,78.3157525,30.61461423,2017-04-06,2017-03-07,2017-02-05
2017-02-21 16:54:00,exact,mudslide,downpour,small,above_road,-122.414222,37.742472,2017-02-21,2017-01-22,2016-12-23
2017-05-08 13:28:00,5km,landslide,Unknown,large,above_coast,7.095555556,62.12022162,2017-05-08,2017-04-08,2017-03-09
2016-12-17 14:02:00,exact,landslide,rain,small,above_road,124.859026,1.481724,2016-12-17,2016-11-17,2016-10-18
2016-12-18 19:27:00,1km,rock_fall,rain,small,above_road,-78.808062,40.684606,2016-12-18,2016-11-18,2016-10-19
2017-04-05 13:19:00,exact,landslide,rain,small,above_road,-81.32476841,38.18548947,2017-04-05,2017-03-06,2017-02-04
2017-01-05 19:12:00,exact,landslide,rain,small,above_road,-78.92350659,40.27673341,2017-01-05,2016-12-06,2016-11-06
2017-05-13 14:05:00,25km,landslide,continuous_rain,large,Unknown,120.9263077,-2.455868439,2017-05-13,2017-04-13,2017-03-14
2013-07-26 23:00:00,5km,landslide,monsoon,medium,Unknown,123.2913,0.3653,2013-07-26,2013-06-26,2013-05-27
2017-02-24 20:15:00,1km,mudslide,rain,medium,below_road,-121.871398,37.890359,2017-02-24,2017-01-25,2016-12-26
2017-02-21 16:54:00,exact,landslide,downpour,small,above_road,-122.4994394,37.97953546,2017-02-21,2017-01-22,2016-12-23
2017-01-24 22:33:00,5km,landslide,rain,medium,natural_slope,125.8603905,7.674494083,2017-01-24,2016-12-25,2016-11-25
2017-02-14 18:32:00,1km,landslide,rain,small,below_road,-122.461189,37.998694,2017-02-14,2017-01-15,2016-12-16
2017-01-24 15:32:00,1km,rock_fall,rain,small,above_road,-79.86476209,40.48344204,2017-01-24,2016-12-25,2016-11-25
2017-07-06 19:39:00,1km,landslide,rain,small,above_road,73.02151508,19.17041801,2017-07-06,2017-06-06,2017-05-07
2017-01-04 14:48:00,exact,mudslide,rain,small,above_road,-121.976461,37.08229788,2017-01-04,2016-12-05,2016-11-05
2017-02-06 20:58:00,exact,mudslide,rain,small,above_road,-122.1689726,37.36321806,2017-02-06,2017-01-07,2016-12-08
2017-01-08 20:35:00,1km,debris_flow,rain,small,above_road,-123.0790683,39.81452834,2017-01-08,2016-12-09,2016-11-09
2017-01-09 16:07:00,1km,landslide,downpour,small,above_road,145.2061006,-6.082705342,2017-01-09,2016-12-10,2016-11-10
2017-02-28 18:52:00,5km,rock_fall,no_apparent_trigger,small,above_road,-73.39666321,41.29005736,2017-02-28,2017-01-29,2016-12-30
2017-04-19 13:35:00,exact,landslide,Unknown,small,urban,-122.2972813,37.98880698,2017-04-19,2017-03-20,2017-02-18
2017-02-22 16:54:00,1km,mudslide,rain,small,Unknown,-121.6687895,36.84145359,2017-02-22,2017-01-23,2016-12-24
2016-12-12 14:22:00,5km,landslide,rain,medium,above_road,-121.108961,39.367245,2016-12-12,2016-11-12,2016-10-13
2016-10-28 14:24:00,5km,landslide,rain,small,natural_slope,124.843439,6.500821,2016-10-28,2016-09-28,2016-08-29
2016-09-11 12:55:00,5km,landslide,,large,above_road,79.569767,30.59661,2016-09-11,2016-08-12,2016-07-13
2017-01-31 21:54:00,5km,landslide,rain,medium,natural_slope,123.2233838,0.39819,2017-01-31,2017-01-01,2016-12-02
2017-01-09 17:02:00,1km,landslide,rain,small,urban,-122.6047619,37.99985155,2017-01-09,2016-12-10,2016-11-10
2017-02-07 19:34:00,exact,mudslide,rain,medium,natural_slope,-122.0848471,37.03845686,2017-02-07,2017-01-08,2016-12-09
2017-01-10 14:57:00,5km,landslide,downpour,large,natural_slope,147.0617104,-6.502260037,2017-01-10,2016-12-11,2016-11-11
2017-02-10 16:25:00,10km,landslide,downpour,medium,natural_slope,-120.686333,39.310563,2017-02-10,2017-01-11,2016-12-12
2016-12-10 14:22:00,1km,mudslide,rain,large,above_road,-121.93556,37.018892,2016-12-10,2016-11-10,2016-10-11
2017-03-27 18:09:00,10km,mudslide,continuous_rain,small,above_road,-122.5121986,37.91406437,2017-03-27,2017-02-25,2017-01-26
2017-01-24 20:14:00,1km,landslide,downpour,medium,natural_slope,-82.67461254,36.8837723,2017-01-24,2016-12-25,2016-11-25
2015-02-07 14:02:00,1km,rock_fall,Unknown,small,above_road,-115.173202,47.297782,2015-02-07,2015-01-08,2014-12-09
2017-04-10 13:34:00,10km,landslide,downpour,small,urban,159.9698462,-9.444572674,2017-04-10,2017-03-11,2017-02-09
2017-03-27 18:09:00,5km,mudslide,continuous_rain,small,above_road,-122.6628583,37.91493114,2017-03-27,2017-02-25,2017-01-26
2017-01-14 18:34:00,1km,rock_fall,rain,small,above_road,-81.61067785,38.36665773,2017-01-14,2016-12-15,2016-11-15
